SOURCE FILE NAME: C:\Users\yomna\Desktop\Hadeel0.DTA
DATE: Tuesday, September 06, 2022
TIME: 15:07:11
SAMPLE INTERVAL (Seconds):   0.0000002000
SIGNAL UNITS: volts
TIME UNITS: Seconds
DATA TYPE: WAVEFORM
NUMBER OF DATA POINTS PER WAVEFORM: 1024
CHANNEL NUMBER: 3
HIT NUMBER: 5
TIME OF TEST: 1755.4267298

-0.00030518
-0.00030518
-0.00061035
-0.00061035
-0.00061035
-0.00061035
-0.00061035
-0.00061035
-0.00061035
-0.00061035
-0.00061035
-0.00061035
-0.00061035
-0.00061035
-0.00061035
-0.00061035
-0.00061035
-0.00061035
-0.00061035
-0.00030518
-0.00030518
-0.00030518
-0.00030518
-0.00030518
-0.00030518
-0.00030518
-0.00030518
-0.00030518
-0.00030518
-0.00061035
-0.00061035
-0.00061035
-0.00061035
-0.00061035
-0.00061035
-0.00061035
-0.00061035
-0.00061035
-0.00061035
-0.00061035
-0.00061035
-0.00061035
-0.00061035
-0.00061035
-0.00061035
-0.00061035
-0.00061035
-0.00061035
-0.00061035
-0.00061035
-0.00061035
-0.00061035
-0.00061035
-0.00061035
-0.00061035
-0.00061035
-0.00061035
-0.00061035
-0.00061035
-0.00061035
-0.00030518
-0.00030518
-0.00030518
-0.00030518
-0.00030518
-0.00030518
 0.00000000
 0.00000000
 0.00030518
 0.00061035
 0.00091553
 0.00122070
 0.00152588
 0.00183105
 0.00213623
 0.00274658
 0.00305176
 0.00335693
 0.00366211
 0.00396729
 0.00396729
 0.00396729
 0.00396729
 0.00366211
 0.00305176
 0.00244141
 0.00122070
 0.00000000
-0.00152588
-0.00335693
-0.00549316
-0.00762939
-0.00976563
-0.01220703
-0.01434326
-0.01617432
-0.01739502
-0.01861572
-0.01892090
-0.01861572
-0.01770020
-0.01617432
-0.01373291
-0.01098633
-0.00762939
-0.00396729
 0.00030518
 0.00488281
 0.00976563
 0.01434326
 0.01922607
 0.02410889
 0.02868652
 0.03326416
 0.03723145
 0.04058838
 0.04364014
 0.04547119
 0.04669189
 0.04638672
 0.04516602
 0.04241943
 0.03814697
 0.03234863
 0.02502441
 0.01647949
 0.00671387
-0.00396729
-0.01525879
-0.02685547
-0.03845215
-0.04943848
-0.05950928
-0.06835938
-0.07568359
-0.08117676
-0.08453369
-0.08575439
-0.08453369
-0.08087158
-0.07507324
-0.06713867
-0.05706787
-0.04547119
-0.03234863
-0.01892090
-0.00488281
 0.00915527
 0.02197266
 0.03387451
 0.04364014
 0.05157471
 0.05706787
 0.05981445
 0.06011963
 0.05798340
 0.05401611
 0.04821777
 0.04150391
 0.03448486
 0.02777100
 0.02197266
 0.01770020
 0.01464844
 0.01403809
 0.01525879
 0.01800537
 0.02227783
 0.02746582
 0.03295898
 0.03814697
 0.04180908
 0.04364014
 0.04333496
 0.03967285
 0.03326416
 0.02349854
 0.01068115
-0.00457764
-0.02227783
-0.04089355
-0.06011963
-0.07904053
-0.09613037
-0.11108398
-0.12298584
-0.13092041
-0.13427734
-0.13275146
-0.12634277
-0.11505127
-0.09887695
-0.07843018
-0.05462646
-0.02777100
 0.00091553
 0.03051758
 0.05981445
 0.08789063
 0.11322021
 0.13519287
 0.15258789
 0.16510010
 0.17181396
 0.17242432
 0.16754150
 0.15686035
 0.14099121
 0.12145996
 0.09857178
 0.07354736
 0.04791260
 0.02227783
-0.00152588
-0.02319336
-0.04150391
-0.05676270
-0.06805420
-0.07598877
-0.08056641
-0.08239746
-0.08239746
-0.08056641
-0.07812500
-0.07537842
-0.07263184
-0.07019043
-0.06805420
-0.06591797
-0.06378174
-0.06072998
-0.05676270
-0.05126953
-0.04394531
-0.03479004
-0.02380371
-0.01129150
 0.00213623
 0.01586914
 0.02960205
 0.04180908
 0.05187988
 0.05889893
 0.06256104
 0.06286621
 0.05889893
 0.05157471
 0.04119873
 0.02868652
 0.01495361
 0.00061035
-0.01251221
-0.02410889
-0.03326416
-0.03936768
-0.04211426
-0.04180908
-0.03906250
-0.03417969
-0.02777100
-0.02075195
-0.01434326
-0.00885010
-0.00518799
-0.00305176
-0.00274658
-0.00427246
-0.00671387
-0.00946045
-0.01220703
-0.01403809
-0.01434326
-0.01251221
-0.00885010
-0.00335693
 0.00396729
 0.01220703
 0.02075195
 0.02868652
 0.03509521
 0.03967285
 0.04150391
 0.04058838
 0.03692627
 0.03082275
 0.02258301
 0.01312256
 0.00305176
-0.00671387
-0.01556396
-0.02319336
-0.02868652
-0.03234863
-0.03448486
-0.03479004
-0.03387451
-0.03204346
-0.02990723
-0.02746582
-0.02471924
-0.02197266
-0.01892090
-0.01525879
-0.01037598
-0.00457764
 0.00274658
 0.01159668
 0.02166748
 0.03234863
 0.04333496
 0.05371094
 0.06256104
 0.06896973
 0.07263184
 0.07263184
 0.06896973
 0.06164551
 0.05157471
 0.03936768
 0.02593994
 0.01251221
 0.00000000
-0.01007080
-0.01739502
-0.02136230
-0.02166748
-0.01892090
-0.01342773
-0.00610352
 0.00213623
 0.01037598
 0.01739502
 0.02288818
 0.02593994
 0.02685547
 0.02532959
 0.02166748
 0.01678467
 0.01098633
 0.00518799
-0.00030518
-0.00488281
-0.00823975
-0.01068115
-0.01251221
-0.01403809
-0.01556396
-0.01739502
-0.02044678
-0.02441406
-0.02990723
-0.03631592
-0.04302979
-0.04974365
-0.05584717
-0.06011963
-0.06225586
-0.06134033
-0.05737305
-0.05004883
-0.03997803
-0.02746582
-0.01342773
 0.00122070
 0.01556396
 0.02838135
 0.03906250
 0.04699707
 0.05187988
 0.05340576
 0.05218506
 0.04882813
 0.04333496
 0.03692627
 0.03021240
 0.02410889
 0.01861572
 0.01434326
 0.01129150
 0.00915527
 0.00762939
 0.00640869
 0.00488281
 0.00274658
-0.00030518
-0.00457764
-0.01037598
-0.01678467
-0.02441406
-0.03204346
-0.03936768
-0.04608154
-0.05126953
-0.05523682
-0.05706787
-0.05706787
-0.05493164
-0.05157471
-0.04699707
-0.04119873
-0.03540039
-0.02929688
-0.02349854
-0.01800537
-0.01312256
-0.00885010
-0.00518799
-0.00183105
 0.00091553
 0.00335693
 0.00549316
 0.00701904
 0.00823975
 0.00854492
 0.00823975
 0.00701904
 0.00488281
 0.00183105
-0.00213623
-0.00671387
-0.01159668
-0.01647949
-0.02044678
-0.02380371
-0.02624512
-0.02685547
-0.02593994
-0.02349854
-0.01983643
-0.01495361
-0.00946045
-0.00366211
 0.00244141
 0.00793457
 0.01312256
 0.01739502
 0.02105713
 0.02410889
 0.02685547
 0.02929688
 0.03173828
 0.03448486
 0.03723145
 0.04028320
 0.04333496
 0.04638672
 0.04882813
 0.05035400
 0.05096436
 0.05004883
 0.04730225
 0.04272461
 0.03631592
 0.02838135
 0.01922607
 0.00915527
-0.00122070
-0.01129150
-0.02075195
-0.02899170
-0.03570557
-0.04028320
-0.04302979
-0.04364014
-0.04211426
-0.03845215
-0.03326416
-0.02655029
-0.01831055
-0.00885010
 0.00122070
 0.01190186
 0.02319336
 0.03448486
 0.04547119
 0.05615234
 0.06591797
 0.07476807
 0.08178711
 0.08728027
 0.09094238
 0.09216309
 0.09124756
 0.08819580
 0.08300781
 0.07568359
 0.06713867
 0.05767822
 0.04760742
 0.03753662
 0.02746582
 0.01831055
 0.01007080
 0.00305176
-0.00305176
-0.00823975
-0.01281738
-0.01739502
-0.02166748
-0.02624512
-0.03143311
-0.03753662
-0.04455566
-0.05218506
-0.06072998
-0.06927490
-0.07781982
-0.08605957
-0.09307861
-0.09918213
-0.10314941
-0.10559082
