SOURCE FILE NAME: C:\Users\yomna\Desktop\TEST0003.DTA
DATE: Monday September 05 2022
TIME: 14:04:15
SAMPLE INTERVAL (Seconds):   0.0000002000
SIGNAL UNITS: volts
TIME UNITS: Seconds
DATA TYPE: WAVEFORM
NUMBER OF DATA POINTS PER WAVEFORM: 1024
CHANNEL NUMBER: 2
HIT NUMBER: 3
TIME OF TEST: 13.9153368

 0.00000000
-0.00030518
-0.00061035
-0.00061035
-0.00091553
-0.00091553
-0.00091553
-0.00061035
-0.00030518
-0.00061035
-0.00091553
-0.00091553
-0.00061035
-0.00030518
-0.00030518
-0.00061035
-0.00061035
-0.00030518
 0.00000000
 0.00000000
 0.00000000
-0.00030518
-0.00061035
-0.00030518
-0.00030518
-0.00030518
 0.00000000
 0.00000000
 0.00000000
 0.00000000
-0.00030518
 0.00000000
 0.00000000
 0.00000000
 0.00000000
 0.00000000
-0.00030518
-0.00030518
 0.00000000
 0.00030518
 0.00030518
 0.00000000
-0.00030518
 0.00000000
 0.00000000
 0.00000000
 0.00030518
 0.00030518
 0.00061035
 0.00091553
 0.00061035
 0.00030518
 0.00030518
 0.00061035
 0.00061035
 0.00030518
 0.00061035
 0.00091553
 0.00152588
 0.00152588
 0.00152588
 0.00152588
 0.00122070
 0.00061035
 0.00030518
 0.00061035
 0.00061035
 0.00030518
 0.00030518
 0.00061035
 0.00091553
 0.00152588
 0.00152588
 0.00152588
 0.00213623
 0.00244141
 0.00244141
 0.00183105
 0.00122070
 0.00030518
-0.00030518
-0.00122070
-0.00244141
-0.00366211
-0.00396729
-0.00366211
-0.00274658
-0.00061035
 0.00213623
 0.00549316
 0.00823975
 0.00915527
 0.00762939
 0.00427246
 0.00000000
-0.00579834
-0.01251221
-0.01861572
-0.02288818
-0.02441406
-0.02349854
-0.01953125
-0.01281738
-0.00427246
 0.00579834
 0.01617432
 0.02532959
 0.03173828
 0.03509521
 0.03448486
 0.03021240
 0.02319336
 0.01464844
 0.00488281
-0.00549316
-0.01617432
-0.02563477
-0.03387451
-0.03967285
-0.04302979
-0.04333496
-0.04119873
-0.03601074
-0.02838135
-0.01861572
-0.00732422
 0.00427246
 0.01525879
 0.02441406
 0.02990723
 0.03295898
 0.03387451
 0.03417969
 0.03509521
 0.03692627
 0.03967285
 0.04272461
 0.04486084
 0.04455566
 0.04150391
 0.03479004
 0.02471924
 0.01190186
-0.00335693
-0.01983643
-0.03540039
-0.04882813
-0.05798340
-0.06164551
-0.05950928
-0.05187988
-0.03997803
-0.02532959
-0.01007080
 0.00305176
 0.01281738
 0.01953125
 0.02288818
 0.02319336
 0.02075195
 0.01556396
 0.00854492
-0.00030518
-0.00915527
-0.01708984
-0.02319336
-0.02685547
-0.02716064
-0.02319336
-0.01464844
-0.00244141
 0.01220703
 0.02899170
 0.04547119
 0.06011963
 0.07049561
 0.07568359
 0.07629395
 0.07141113
 0.06164551
 0.04730225
 0.02960205
 0.01007080
-0.01007080
-0.03021240
-0.04943848
-0.06683350
-0.08209229
-0.09582520
-0.10772705
-0.11657715
-0.12084961
-0.12054443
-0.11383057
-0.10101318
-0.08239746
-0.05859375
-0.03051758
 0.00061035
 0.03326416
 0.06622314
 0.09582520
 0.11840820
 0.12969971
 0.12817383
 0.11505127
 0.09155273
 0.06103516
 0.02624512
-0.00823975
-0.03875732
-0.06164551
-0.07354736
-0.07385254
-0.06225586
-0.04089355
-0.01220703
 0.02014160
 0.05126953
 0.07629395
 0.09033203
 0.09124756
 0.08087158
 0.06195068
 0.03753662
 0.01007080
-0.01800537
-0.04394531
-0.06347656
-0.07629395
-0.08056641
-0.07720947
-0.06774902
-0.05340576
-0.03662109
-0.01983643
-0.00518799
 0.00549316
 0.01220703
 0.01464844
 0.01373291
 0.00915527
 0.00183105
-0.00640869
-0.01495361
-0.02258301
-0.02838135
-0.03143311
-0.03112793
-0.02716064
-0.01983643
-0.00976563
 0.00244141
 0.01678467
 0.03173828
 0.04730225
 0.06164551
 0.07415771
 0.08422852
 0.09063721
 0.09307861
 0.09185791
 0.08666992
 0.07843018
 0.06713867
 0.05310059
 0.03723145
 0.02044678
 0.00335693
-0.01342773
-0.02929688
-0.04425049
-0.05737305
-0.06927490
-0.07873535
-0.08575439
-0.08941650
-0.08911133
-0.08453369
-0.07568359
-0.06286621
-0.04669189
-0.02807617
-0.00823975
 0.01037598
 0.02593994
 0.03692627
 0.04272461
 0.04364014
 0.03997803
 0.03265381
 0.02441406
 0.01678467
 0.01190186
 0.01129150
 0.01495361
 0.02410889
 0.03784180
 0.05462646
 0.07141113
 0.08483887
 0.09216309
 0.09155273
 0.08239746
 0.06500244
 0.04150391
 0.01342773
-0.01617432
-0.04455566
-0.06896973
-0.08666992
-0.09643555
-0.09826660
-0.09246826
-0.08087158
-0.06530762
-0.04821777
-0.03204346
-0.01892090
-0.00915527
-0.00305176
 0.00061035
 0.00274658
 0.00488281
 0.00732422
 0.01098633
 0.01678467
 0.02319336
 0.03021240
 0.03601074
 0.03936768
 0.04028320
 0.03662109
 0.02777100
 0.01434326
-0.00183105
-0.02044678
-0.04028320
-0.05828857
-0.07232666
-0.07965088
-0.07934570
-0.07141113
-0.05493164
-0.03143311
-0.00305176
 0.02746582
 0.05645752
 0.08056641
 0.09552002
 0.09948730
 0.09155273
 0.07293701
 0.04577637
 0.01220703
-0.02471924
-0.06011963
-0.09063721
-0.11291504
-0.12451172
-0.12420654
-0.11169434
-0.08789063
-0.05554199
-0.01739502
 0.02136230
 0.05676270
 0.08300781
 0.09460449
 0.09094238
 0.07598877
 0.05218506
 0.02258301
-0.01007080
-0.04058838
-0.06469727
-0.07873535
-0.08148193
-0.07141113
-0.04943848
-0.01831055
 0.01922607
 0.05981445
 0.09857178
 0.13000488
 0.14831543
 0.15075684
 0.14068604
 0.12176514
 0.09643555
 0.06683350
 0.03692627
 0.00946045
-0.01251221
-0.02746582
-0.03448486
-0.03387451
-0.02685547
-0.01464844
 0.00091553
 0.01708984
 0.03204346
 0.04333496
 0.05065918
 0.05401611
 0.05340576
 0.04974365
 0.04333496
 0.03417969
 0.02349854
 0.01220703
-0.00030518
-0.01312256
-0.02563477
-0.03784180
-0.04913330
-0.05859375
-0.06652832
-0.07354736
-0.07934570
-0.08239746
-0.08331299
-0.08239746
-0.08026123
-0.07598877
-0.06988525
-0.06195068
-0.05249023
-0.04241943
-0.03234863
-0.02227783
-0.01312256
-0.00579834
-0.00152588
-0.00091553
-0.00427246
-0.01037598
-0.01953125
-0.03021240
-0.04241943
-0.05432129
-0.06408691
-0.07080078
-0.07293701
-0.06958008
