SOURCE FILE NAME: C:\Users\yomna\Desktop\Yomna06-09-22.DTA
DATE: Tuesday September 06 2022
TIME: 14:29:39
SAMPLE INTERVAL (Seconds):   0.0000002000
SIGNAL UNITS: volts
TIME UNITS: Seconds
DATA TYPE: WAVEFORM
NUMBER OF DATA POINTS PER WAVEFORM: 1024
CHANNEL NUMBER: 3
HIT NUMBER: 2
TIME OF TEST: 4230.1193905

 0.00030518
 0.00000000
 0.00000000
 0.00030518
 0.00061035
 0.00091553
 0.00061035
 0.00030518
 0.00030518
 0.00061035
 0.00061035
 0.00030518
 0.00000000
 0.00000000
 0.00061035
 0.00091553
 0.00091553
 0.00061035
 0.00061035
 0.00091553
 0.00122070
 0.00091553
 0.00091553
 0.00122070
 0.00152588
 0.00152588
 0.00091553
 0.00122070
 0.00122070
 0.00091553
 0.00061035
 0.00061035
 0.00091553
 0.00122070
 0.00091553
 0.00030518
 0.00030518
 0.00030518
 0.00000000
-0.00030518
-0.00061035
-0.00061035
-0.00091553
-0.00091553
-0.00091553
-0.00122070
-0.00122070
-0.00122070
-0.00122070
-0.00122070
-0.00091553
-0.00030518
-0.00030518
 0.00030518
 0.00030518
 0.00030518
 0.00030518
 0.00030518
 0.00091553
 0.00091553
 0.00122070
 0.00122070
 0.00152588
 0.00213623
 0.00244141
 0.00244141
 0.00244141
 0.00274658
 0.00274658
 0.00305176
 0.00244141
 0.00183105
 0.00183105
 0.00152588
 0.00091553
 0.00000000
-0.00091553
-0.00183105
-0.00274658
-0.00366211
-0.00457764
-0.00579834
-0.00701904
-0.00854492
-0.00976563
-0.01098633
-0.01098633
-0.01068115
-0.01007080
-0.00915527
-0.00762939
-0.00457764
-0.00091553
 0.00305176
 0.00732422
 0.01190186
 0.01617432
 0.01983643
 0.02227783
 0.02349854
 0.02380371
 0.02319336
 0.02227783
 0.02075195
 0.01892090
 0.01770020
 0.01678467
 0.01586914
 0.01495361
 0.01312256
 0.01037598
 0.00671387
 0.00183105
-0.00488281
-0.01251221
-0.02075195
-0.02868652
-0.03601074
-0.04241943
-0.04699707
-0.04913330
-0.04943848
-0.04760742
-0.04425049
-0.03967285
-0.03448486
-0.02929688
-0.02349854
-0.01770020
-0.01159668
-0.00457764
 0.00305176
 0.01129150
 0.01983643
 0.02807617
 0.03570557
 0.04241943
 0.04791260
 0.05157471
 0.05187988
 0.04943848
 0.04486084
 0.03814697
 0.02929688
 0.01892090
 0.00762939
-0.00457764
-0.01678467
-0.02746582
-0.03540039
-0.03997803
-0.03997803
-0.03509521
-0.02441406
-0.00854492
 0.01159668
 0.03448486
 0.05767822
 0.07843018
 0.09368896
 0.10101318
 0.09948730
 0.08850098
 0.06927490
 0.04333496
 0.01281738
-0.01983643
-0.05187988
-0.08087158
-0.10437012
-0.12176514
-0.13336182
-0.13885498
-0.13854980
-0.13366699
-0.12451172
-0.11199951
-0.09643555
-0.07781982
-0.05615234
-0.03234863
-0.00640869
 0.02044678
 0.04821777
 0.07537842
 0.10131836
 0.12420654
 0.14282227
 0.15533447
 0.16082764
 0.15899658
 0.15045166
 0.13549805
 0.11383057
 0.08758545
 0.05706787
 0.02441406
-0.00732422
-0.03662109
-0.06164551
-0.08117676
-0.09338379
-0.09826660
-0.09552002
-0.08605957
-0.07171631
-0.05401611
-0.03540039
-0.01800537
-0.00427246
 0.00518799
 0.01007080
 0.01037598
 0.00640869
-0.00061035
-0.01007080
-0.01983643
-0.02960205
-0.03723145
-0.04150391
-0.04180908
-0.03723145
-0.02868652
-0.01586914
 0.00000000
 0.01739502
 0.03417969
 0.04760742
 0.05584717
 0.05767822
 0.05249023
 0.04119873
 0.02502441
 0.00610352
-0.01342773
-0.03112793
-0.04394531
-0.05126953
-0.05218506
-0.04699707
-0.03692627
-0.02258301
-0.00640869
 0.00915527
 0.02197266
 0.03051758
 0.03417969
 0.03326416
 0.02899170
 0.02136230
 0.01190186
 0.00305176
-0.00396729
-0.00823975
-0.00915527
-0.00549316
 0.00274658
 0.01556396
 0.03051758
 0.04638672
 0.06042480
 0.07019043
 0.07293701
 0.06744385
 0.05432129
 0.03479004
 0.01037598
-0.01647949
-0.04425049
-0.06988525
-0.08941650
-0.10223389
-0.10711670
-0.10345459
-0.09216309
-0.07446289
-0.05218506
-0.02716064
-0.00122070
 0.02166748
 0.03997803
 0.05187988
 0.05798340
 0.05798340
 0.05310059
 0.04425049
 0.03173828
 0.01800537
 0.00457764
-0.00762939
-0.01678467
-0.02136230
-0.02166748
-0.01708984
-0.00885010
 0.00244141
 0.01525879
 0.02929688
 0.04211426
 0.05279541
 0.06164551
 0.06774902
 0.07080078
 0.07110596
 0.06835938
 0.06347656
 0.05706787
 0.04882813
 0.03906250
 0.02807617
 0.01647949
 0.00518799
-0.00610352
-0.01708984
-0.02685547
-0.03479004
-0.04241943
-0.04882813
-0.05432129
-0.05798340
-0.06011963
-0.06042480
-0.05920410
-0.05615234
-0.05187988
-0.04608154
-0.03906250
-0.03234863
-0.02593994
-0.02014160
-0.01586914
-0.01342773
-0.01312256
-0.01464844
-0.01678467
-0.02014160
-0.02410889
-0.02777100
-0.02990723
-0.03051758
-0.03021240
-0.02899170
-0.02716064
-0.02441406
-0.02044678
-0.01556396
-0.01098633
-0.00640869
-0.00122070
 0.00457764
 0.01068115
 0.01678467
 0.02227783
 0.02716064
 0.03082275
 0.03387451
 0.03662109
 0.03875732
 0.04028320
 0.04028320
 0.03936768
 0.03662109
 0.03234863
 0.02624512
 0.01861572
 0.01007080
 0.00091553
-0.00854492
-0.01770020
-0.02502441
-0.02960205
-0.03173828
-0.03173828
-0.02960205
-0.02563477
-0.02014160
-0.01403809
-0.00793457
-0.00244141
 0.00244141
 0.00671387
 0.01007080
 0.01251221
 0.01403809
 0.01525879
 0.01586914
 0.01647949
 0.01739502
 0.01831055
 0.01953125
 0.02105713
 0.02227783
 0.02349854
 0.02441406
 0.02502441
 0.02441406
 0.02227783
 0.01892090
 0.01525879
 0.01037598
 0.00518799
 0.00061035
-0.00213623
-0.00335693
-0.00274658
 0.00000000
 0.00610352
 0.01434326
 0.02349854
 0.03265381
 0.04150391
 0.04913330
 0.05523682
 0.05859375
 0.05950928
 0.05767822
 0.05371094
 0.04821777
 0.04119873
 0.03387451
 0.02593994
 0.01800537
 0.01098633
 0.00518799
 0.00030518
-0.00335693
-0.00640869
-0.00915527
-0.01251221
-0.01586914
-0.02014160
-0.02471924
-0.03021240
-0.03662109
-0.04333496
-0.05004883
-0.05645752
-0.06195068
-0.06561279
-0.06683350
-0.06530762
-0.06134033
-0.05584717
-0.04821777
-0.03875732
-0.02777100
-0.01586914
-0.00396729
 0.00701904
 0.01739502
 0.02685547
 0.03509521
 0.04180908
 0.04669189
 0.04974365
 0.05035400
 0.05004883
 0.04882813
 0.04760742
